filepath,view,subject_id,activity_id,activity_name,frame,activity_id_raw,binary_label
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F25.jpg,side,1,1,safe_driving,25,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F26.jpg,side,1,1,safe_driving,26,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F27.jpg,side,1,1,safe_driving,27,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F28.jpg,side,1,1,safe_driving,28,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F29.jpg,side,1,1,safe_driving,29,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F3.jpg,side,1,1,safe_driving,3,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F30.jpg,side,1,1,safe_driving,30,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F31.jpg,side,1,1,safe_driving,31,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F32.jpg,side,1,1,safe_driving,32,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F33.jpg,side,1,1,safe_driving,33,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F34.jpg,side,1,1,safe_driving,34,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F35.jpg,side,1,1,safe_driving,35,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F36.jpg,side,1,1,safe_driving,36,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F37.jpg,side,1,1,safe_driving,37,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F38.jpg,side,1,1,safe_driving,38,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F39.jpg,side,1,1,safe_driving,39,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F4.jpg,side,1,1,safe_driving,4,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F40.jpg,side,1,1,safe_driving,40,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F41.jpg,side,1,1,safe_driving,41,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F42.jpg,side,1,1,safe_driving,42,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F43.jpg,side,1,1,safe_driving,43,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F44.jpg,side,1,1,safe_driving,44,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F45.jpg,side,1,1,safe_driving,45,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F46.jpg,side,1,1,safe_driving,46,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F47.jpg,side,1,1,safe_driving,47,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F48.jpg,side,1,1,safe_driving,48,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F49.jpg,side,1,1,safe_driving,49,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F5.jpg,side,1,1,safe_driving,5,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F50.jpg,side,1,1,safe_driving,50,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F51.jpg,side,1,1,safe_driving,51,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F52.jpg,side,1,1,safe_driving,52,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F53.jpg,side,1,1,safe_driving,53,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F54.jpg,side,1,1,safe_driving,54,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F55.jpg,side,1,1,safe_driving,55,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F56.jpg,side,1,1,safe_driving,56,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F57.jpg,side,1,1,safe_driving,57,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F58.jpg,side,1,1,safe_driving,58,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F59.jpg,side,1,1,safe_driving,59,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F6.jpg,side,1,1,safe_driving,6,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F60.jpg,side,1,1,safe_driving,60,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F61.jpg,side,1,1,safe_driving,61,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F62.jpg,side,1,1,safe_driving,62,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F63.jpg,side,1,1,safe_driving,63,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F64.jpg,side,1,1,safe_driving,64,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F65.jpg,side,1,1,safe_driving,65,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F66.jpg,side,1,1,safe_driving,66,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F67.jpg,side,1,1,safe_driving,67,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F68.jpg,side,1,1,safe_driving,68,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F69.jpg,side,1,1,safe_driving,69,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F7.jpg,side,1,1,safe_driving,7,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F70.jpg,side,1,1,safe_driving,70,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F71.jpg,side,1,1,safe_driving,71,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F72.jpg,side,1,1,safe_driving,72,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F73.jpg,side,1,1,safe_driving,73,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F74.jpg,side,1,1,safe_driving,74,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F75.jpg,side,1,1,safe_driving,75,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F76.jpg,side,1,1,safe_driving,76,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F77.jpg,side,1,1,safe_driving,77,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F78.jpg,side,1,1,safe_driving,78,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F79.jpg,side,1,1,safe_driving,79,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F8.jpg,side,1,1,safe_driving,8,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F80.jpg,side,1,1,safe_driving,80,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F81.jpg,side,1,1,safe_driving,81,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F82.jpg,side,1,1,safe_driving,82,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F83.jpg,side,1,1,safe_driving,83,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F84.jpg,side,1,1,safe_driving,84,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F85.jpg,side,1,1,safe_driving,85,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F86.jpg,side,1,1,safe_driving,86,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F87.jpg,side,1,1,safe_driving,87,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F88.jpg,side,1,1,safe_driving,88,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F89.jpg,side,1,1,safe_driving,89,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F9.jpg,side,1,1,safe_driving,9,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F90.jpg,side,1,1,safe_driving,90,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F91.jpg,side,1,1,safe_driving,91,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F92.jpg,side,1,1,safe_driving,92,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F93.jpg,side,1,1,safe_driving,93,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F94.jpg,side,1,1,safe_driving,94,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F95.jpg,side,1,1,safe_driving,95,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F96.jpg,side,1,1,safe_driving,96,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F97.jpg,side,1,1,safe_driving,97,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F98.jpg,side,1,1,safe_driving,98,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F99.jpg,side,1,1,safe_driving,99,1,safe_driving
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F1.jpg,side,1,5,writing_message_right,1,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F10.jpg,side,1,5,writing_message_right,10,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F11.jpg,side,1,5,writing_message_right,11,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F12.jpg,side,1,5,writing_message_right,12,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F13.jpg,side,1,5,writing_message_right,13,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F14.jpg,side,1,5,writing_message_right,14,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F15.jpg,side,1,5,writing_message_right,15,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F16.jpg,side,1,5,writing_message_right,16,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F17.jpg,side,1,5,writing_message_right,17,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F18.jpg,side,1,5,writing_message_right,18,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F19.jpg,side,1,5,writing_message_right,19,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F2.jpg,side,1,5,writing_message_right,2,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F20.jpg,side,1,5,writing_message_right,20,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F21.jpg,side,1,5,writing_message_right,21,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F22.jpg,side,1,5,writing_message_right,22,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F23.jpg,side,1,5,writing_message_right,23,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F24.jpg,side,1,5,writing_message_right,24,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F25.jpg,side,1,5,writing_message_right,25,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F26.jpg,side,1,5,writing_message_right,26,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F27.jpg,side,1,5,writing_message_right,27,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F28.jpg,side,1,5,writing_message_right,28,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F29.jpg,side,1,5,writing_message_right,29,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F3.jpg,side,1,5,writing_message_right,3,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F30.jpg,side,1,5,writing_message_right,30,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F31.jpg,side,1,5,writing_message_right,31,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F32.jpg,side,1,5,writing_message_right,32,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F33.jpg,side,1,5,writing_message_right,33,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F34.jpg,side,1,5,writing_message_right,34,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F35.jpg,side,1,5,writing_message_right,35,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F36.jpg,side,1,5,writing_message_right,36,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F37.jpg,side,1,5,writing_message_right,37,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F38.jpg,side,1,5,writing_message_right,38,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F39.jpg,side,1,5,writing_message_right,39,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F4.jpg,side,1,5,writing_message_right,4,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F40.jpg,side,1,5,writing_message_right,40,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F41.jpg,side,1,5,writing_message_right,41,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F42.jpg,side,1,5,writing_message_right,42,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F43.jpg,side,1,5,writing_message_right,43,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F44.jpg,side,1,5,writing_message_right,44,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F45.jpg,side,1,5,writing_message_right,45,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F46.jpg,side,1,5,writing_message_right,46,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F47.jpg,side,1,5,writing_message_right,47,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F48.jpg,side,1,5,writing_message_right,48,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F49.jpg,side,1,5,writing_message_right,49,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F5.jpg,side,1,5,writing_message_right,5,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F50.jpg,side,1,5,writing_message_right,50,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F51.jpg,side,1,5,writing_message_right,51,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F52.jpg,side,1,5,writing_message_right,52,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F53.jpg,side,1,5,writing_message_right,53,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F54.jpg,side,1,5,writing_message_right,54,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F55.jpg,side,1,5,writing_message_right,55,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F56.jpg,side,1,5,writing_message_right,56,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F57.jpg,side,1,5,writing_message_right,57,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F58.jpg,side,1,5,writing_message_right,58,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F59.jpg,side,1,5,writing_message_right,59,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F6.jpg,side,1,5,writing_message_right,6,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F60.jpg,side,1,5,writing_message_right,60,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F61.jpg,side,1,5,writing_message_right,61,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F62.jpg,side,1,5,writing_message_right,62,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F63.jpg,side,1,5,writing_message_right,63,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F64.jpg,side,1,5,writing_message_right,64,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F65.jpg,side,1,5,writing_message_right,65,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F66.jpg,side,1,5,writing_message_right,66,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F67.jpg,side,1,5,writing_message_right,67,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F68.jpg,side,1,5,writing_message_right,68,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F69.jpg,side,1,5,writing_message_right,69,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F7.jpg,side,1,5,writing_message_right,7,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F70.jpg,side,1,5,writing_message_right,70,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F71.jpg,side,1,5,writing_message_right,71,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F72.jpg,side,1,5,writing_message_right,72,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F73.jpg,side,1,5,writing_message_right,73,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F74.jpg,side,1,5,writing_message_right,74,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F75.jpg,side,1,5,writing_message_right,75,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F76.jpg,side,1,5,writing_message_right,76,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F77.jpg,side,1,5,writing_message_right,77,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F78.jpg,side,1,5,writing_message_right,78,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F8.jpg,side,1,5,writing_message_right,8,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F9.jpg,side,1,5,writing_message_right,9,5,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC6\RGB1_SUB1ACT6F1.jpg,side,1,6,writing_message_left,1,6,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC6\RGB1_SUB1ACT6F10.jpg,side,1,6,writing_message_left,10,6,phone_use
D:\Skripsi\Experiment\data\raw\RGB1\S1\AC6\RGB1_SUB1ACT6F100.jpg,side,1,6,writing_message_left,100,6,phone_use
