subject_id,activity_id,frame,filepath_front,filepath_side,binary_label
1,1,17,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F17.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F17.jpg,safe_driving
1,1,18,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F18.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F18.jpg,safe_driving
1,1,19,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F19.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F19.jpg,safe_driving
1,1,2,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F2.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F2.jpg,safe_driving
1,1,20,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F20.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F20.jpg,safe_driving
1,1,21,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F21.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F21.jpg,safe_driving
1,1,22,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F22.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F22.jpg,safe_driving
1,1,23,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F23.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F23.jpg,safe_driving
1,1,24,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F24.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F24.jpg,safe_driving
1,1,25,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F25.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F25.jpg,safe_driving
1,1,26,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F26.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F26.jpg,safe_driving
1,1,27,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F27.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F27.jpg,safe_driving
1,1,28,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F28.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F28.jpg,safe_driving
1,1,29,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F29.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F29.jpg,safe_driving
1,1,3,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F3.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F3.jpg,safe_driving
1,1,30,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F30.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F30.jpg,safe_driving
1,1,31,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F31.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F31.jpg,safe_driving
1,1,32,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F32.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F32.jpg,safe_driving
1,1,33,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F33.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F33.jpg,safe_driving
1,1,34,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F34.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F34.jpg,safe_driving
1,1,35,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F35.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F35.jpg,safe_driving
1,1,36,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F36.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F36.jpg,safe_driving
1,1,37,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F37.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F37.jpg,safe_driving
1,1,38,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F38.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F38.jpg,safe_driving
1,1,39,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F39.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F39.jpg,safe_driving
1,1,4,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F4.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F4.jpg,safe_driving
1,1,40,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F40.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F40.jpg,safe_driving
1,1,41,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F41.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F41.jpg,safe_driving
1,1,42,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F42.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F42.jpg,safe_driving
1,1,43,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F43.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F43.jpg,safe_driving
1,1,44,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F44.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F44.jpg,safe_driving
1,1,45,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F45.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F45.jpg,safe_driving
1,1,46,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F46.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F46.jpg,safe_driving
1,1,47,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F47.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F47.jpg,safe_driving
1,1,48,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F48.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F48.jpg,safe_driving
1,1,49,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F49.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F49.jpg,safe_driving
1,1,5,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F5.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F5.jpg,safe_driving
1,1,50,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F50.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F50.jpg,safe_driving
1,1,51,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F51.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F51.jpg,safe_driving
1,1,52,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F52.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F52.jpg,safe_driving
1,1,53,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F53.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F53.jpg,safe_driving
1,1,54,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F54.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F54.jpg,safe_driving
1,1,55,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F55.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F55.jpg,safe_driving
1,1,56,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F56.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F56.jpg,safe_driving
1,1,57,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F57.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F57.jpg,safe_driving
1,1,58,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F58.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F58.jpg,safe_driving
1,1,59,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F59.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F59.jpg,safe_driving
1,1,6,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F6.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F6.jpg,safe_driving
1,1,60,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F60.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F60.jpg,safe_driving
1,1,61,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F61.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F61.jpg,safe_driving
1,1,62,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F62.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F62.jpg,safe_driving
1,1,63,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F63.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F63.jpg,safe_driving
1,1,64,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F64.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F64.jpg,safe_driving
1,1,65,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F65.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F65.jpg,safe_driving
1,1,66,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F66.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F66.jpg,safe_driving
1,1,67,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F67.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F67.jpg,safe_driving
1,1,68,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F68.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F68.jpg,safe_driving
1,1,69,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F69.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F69.jpg,safe_driving
1,1,7,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F7.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F7.jpg,safe_driving
1,1,70,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F70.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F70.jpg,safe_driving
1,1,71,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F71.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F71.jpg,safe_driving
1,1,72,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F72.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F72.jpg,safe_driving
1,1,73,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F73.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F73.jpg,safe_driving
1,1,74,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F74.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F74.jpg,safe_driving
1,1,75,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F75.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F75.jpg,safe_driving
1,1,76,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F76.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F76.jpg,safe_driving
1,1,77,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F77.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F77.jpg,safe_driving
1,1,78,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F78.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F78.jpg,safe_driving
1,1,79,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F79.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F79.jpg,safe_driving
1,1,8,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F8.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F8.jpg,safe_driving
1,1,80,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F80.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F80.jpg,safe_driving
1,1,81,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F81.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F81.jpg,safe_driving
1,1,82,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F82.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F82.jpg,safe_driving
1,1,83,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F83.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F83.jpg,safe_driving
1,1,84,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F84.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F84.jpg,safe_driving
1,1,85,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F85.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F85.jpg,safe_driving
1,1,86,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F86.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F86.jpg,safe_driving
1,1,87,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F87.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F87.jpg,safe_driving
1,1,88,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F88.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F88.jpg,safe_driving
1,1,89,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F89.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F89.jpg,safe_driving
1,1,9,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F9.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F9.jpg,safe_driving
1,1,90,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F90.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F90.jpg,safe_driving
1,1,91,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F91.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F91.jpg,safe_driving
1,1,92,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F92.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F92.jpg,safe_driving
1,1,93,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F93.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F93.jpg,safe_driving
1,1,94,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F94.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F94.jpg,safe_driving
1,1,95,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F95.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F95.jpg,safe_driving
1,1,96,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F96.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F96.jpg,safe_driving
1,1,97,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F97.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F97.jpg,safe_driving
1,1,98,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F98.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F98.jpg,safe_driving
1,1,99,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC1\RGB2_SUB1ACT1F99.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC1\RGB1_SUB1ACT1F99.jpg,safe_driving
1,5,1,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F1.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F1.jpg,phone_use
1,5,10,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F10.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F10.jpg,phone_use
1,5,11,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F11.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F11.jpg,phone_use
1,5,12,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F12.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F12.jpg,phone_use
1,5,13,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F13.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F13.jpg,phone_use
1,5,14,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F14.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F14.jpg,phone_use
1,5,15,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F15.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F15.jpg,phone_use
1,5,16,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F16.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F16.jpg,phone_use
1,5,17,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F17.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F17.jpg,phone_use
1,5,18,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F18.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F18.jpg,phone_use
1,5,19,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F19.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F19.jpg,phone_use
1,5,2,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F2.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F2.jpg,phone_use
1,5,20,D:\Skripsi\Experiment\data\raw\RGB2\S1\AC5\RGB2_SUB1ACT5F20.jpg,D:\Skripsi\Experiment\data\raw\RGB1\S1\AC5\RGB1_SUB1ACT5F20.jpg,phone_use
