split,sample_id,formula,true_label,front_prob_safe,front_prob_phone,side_prob_safe,side_prob_phone,confidence_front,confidence_side,weight_front,weight_side,fused_prob_safe,fused_prob_phone,pred_label
val,S02_AC06_F00001,average_fusion,1,0.64565456,0.35434544,0.56597331,0.43402669,0.5,0.5,0.5,0.5,0.60581394,0.39418606,0
val,S02_AC06_F00031,average_fusion,1,0.51187447,0.48812553,0.47003549,0.52996451,0.5,0.5,0.5,0.5,0.49095498,0.50904502,1
val,S02_AC06_F00061,average_fusion,1,0.63964009,0.36035991,0.53746879,0.46253121,0.5,0.5,0.5,0.5,0.58855444,0.41144556,0
val,S02_AC06_F00091,average_fusion,1,0.66202664,0.33797336,0.48044246,0.51955754,0.5,0.5,0.5,0.5,0.57123455,0.42876545,0
val,S02_AC06_F00121,average_fusion,1,0.38545197,0.61454803,0.3380087,0.6619913,0.5,0.5,0.5,0.5,0.36173034,0.63826966,1
val,S02_AC07_F00001,average_fusion,1,0.59499854,0.40500146,0.47475088,0.52524912,0.5,0.5,0.5,0.5,0.53487471,0.46512529,0
val,S02_AC07_F00031,average_fusion,1,0.24741679,0.75258321,0.39304739,0.60695261,0.5,0.5,0.5,0.5,0.32023209,0.67976791,1
val,S02_AC07_F00061,average_fusion,1,0.08803958,0.91196042,0.34168786,0.65831214,0.5,0.5,0.5,0.5,0.21486372,0.78513628,1
val,S02_AC07_F00091,average_fusion,1,0.09243256,0.90756744,0.37371629,0.62628371,0.5,0.5,0.5,0.5,0.23307443,0.76692557,1
val,S02_AC07_F00121,average_fusion,1,0.1159901,0.8840099,0.27464968,0.72535032,0.5,0.5,0.5,0.5,0.19531989,0.80468011,1
val,S02_AC08_F00001,average_fusion,1,0.26639348,0.73360652,0.59259871,0.40740129,0.5,0.5,0.5,0.5,0.42949609,0.57050391,1
val,S02_AC08_F00031,average_fusion,1,0.590462,0.409538,0.34066111,0.65933889,0.5,0.5,0.5,0.5,0.46556155,0.53443845,1
val,S02_AC08_F00061,average_fusion,1,0.48423415,0.51576585,0.36292183,0.63707817,0.5,0.5,0.5,0.5,0.42357799,0.57642201,1
val,S02_AC08_F00091,average_fusion,1,0.66571409,0.33428591,0.34162843,0.65837157,0.5,0.5,0.5,0.5,0.50367126,0.49632874,0
val,S02_AC08_F00121,average_fusion,1,0.81380469,0.18619531,0.36566907,0.63433093,0.5,0.5,0.5,0.5,0.58973688,0.41026312,0
val,S02_AC09_F00001,average_fusion,1,0.66266918,0.33733082,0.3056798,0.6943202,0.5,0.5,0.5,0.5,0.48417449,0.51582551,1
val,S02_AC09_F00031,average_fusion,1,0.29563898,0.70436102,0.38682956,0.61317044,0.5,0.5,0.5,0.5,0.34123427,0.65876573,1
val,S02_AC09_F00061,average_fusion,1,0.34847319,0.65152681,0.35655636,0.64344364,0.5,0.5,0.5,0.5,0.35251477,0.64748523,1
val,S02_AC09_F00091,average_fusion,1,0.09134227,0.90865773,0.42245579,0.57754421,0.5,0.5,0.5,0.5,0.25689903,0.74310097,1
val,S03_AC01_F00001,average_fusion,0,0.57804191,0.42195809,0.51757336,0.48242664,0.5,0.5,0.5,0.5,0.54780763,0.45219237,0
val,S03_AC01_F00031,average_fusion,0,0.62459415,0.37540585,0.53705904,0.46294096,0.5,0.5,0.5,0.5,0.5808266,0.4191734,0
val,S03_AC01_F00061,average_fusion,0,0.5999566,0.4000434,0.57154262,0.42845738,0.5,0.5,0.5,0.5,0.58574961,0.41425039,0
val,S03_AC01_F00091,average_fusion,0,0.70857638,0.29142362,0.58021826,0.41978174,0.5,0.5,0.5,0.5,0.64439732,0.35560268,0
val,S03_AC01_F00121,average_fusion,0,0.06131673,0.93868327,0.48568904,0.51431096,0.5,0.5,0.5,0.5,0.27350289,0.72649711,1
val,S03_AC05_F00001,average_fusion,1,0.20485234,0.79514766,0.18584496,0.81415504,0.5,0.5,0.5,0.5,0.19534865,0.80465135,1
val,S03_AC05_F00031,average_fusion,1,0.17705494,0.82294506,0.23981512,0.76018488,0.5,0.5,0.5,0.5,0.20843503,0.79156497,1
val,S03_AC05_F00061,average_fusion,1,0.24632293,0.75367707,0.33953947,0.66046053,0.5,0.5,0.5,0.5,0.2929312,0.7070688,1
val,S03_AC05_F00091,average_fusion,1,0.2646656,0.7353344,0.19098443,0.80901557,0.5,0.5,0.5,0.5,0.22782502,0.77217498,1
val,S03_AC05_F00121,average_fusion,1,0.27407235,0.72592765,0.48472756,0.51527244,0.5,0.5,0.5,0.5,0.37939996,0.62060004,1
val,S03_AC06_F00001,average_fusion,1,0.26647884,0.73352116,0.25156599,0.74843401,0.5,0.5,0.5,0.5,0.25902241,0.74097759,1
val,S03_AC06_F00031,average_fusion,1,0.51627225,0.48372775,0.32692355,0.67307645,0.5,0.5,0.5,0.5,0.4215979,0.5784021,1
val,S03_AC06_F00061,average_fusion,1,0.2428205,0.7571795,0.36088395,0.63911605,0.5,0.5,0.5,0.5,0.30185223,0.69814777,1
val,S03_AC06_F00091,average_fusion,1,0.15341079,0.84658921,0.30009067,0.69990933,0.5,0.5,0.5,0.5,0.22675073,0.77324927,1
val,S03_AC06_F00121,average_fusion,1,0.26883692,0.73116308,0.1858356,0.8141644,0.5,0.5,0.5,0.5,0.22733626,0.77266374,1
val,S03_AC07_F00001,average_fusion,1,0.10434383,0.89565617,0.38451684,0.61548316,0.5,0.5,0.5,0.5,0.24443033,0.75556967,1
val,S03_AC07_F00031,average_fusion,1,0.2609635,0.7390365,0.28589201,0.71410799,0.5,0.5,0.5,0.5,0.27342775,0.72657225,1
val,S03_AC07_F00061,average_fusion,1,0.13651806,0.86348194,0.32054144,0.67945856,0.5,0.5,0.5,0.5,0.22852975,0.77147025,1
val,S03_AC07_F00091,average_fusion,1,0.15055096,0.84944904,0.19159508,0.80840492,0.5,0.5,0.5,0.5,0.17107302,0.82892698,1
val,S03_AC07_F00121,average_fusion,1,0.22086823,0.77913177,0.26712048,0.73287952,0.5,0.5,0.5,0.5,0.24399436,0.75600564,1
val,S03_AC07_F00151,average_fusion,1,0.21324569,0.78675431,0.23004937,0.76995063,0.5,0.5,0.5,0.5,0.22164753,0.77835247,1
val,S03_AC07_F00181,average_fusion,1,0.10639668,0.89360332,0.08916879,0.91083121,0.5,0.5,0.5,0.5,0.09778273,0.90221727,1
val,S03_AC08_F00001,average_fusion,1,0.43296927,0.56703073,0.49675137,0.50324863,0.5,0.5,0.5,0.5,0.46486032,0.53513968,1
val,S03_AC08_F00031,average_fusion,1,0.20399803,0.79600197,0.44658834,0.55341166,0.5,0.5,0.5,0.5,0.32529318,0.67470682,1
val,S03_AC08_F00061,average_fusion,1,0.1857118,0.8142882,0.46052361,0.53947639,0.5,0.5,0.5,0.5,0.3231177,0.6768823,1
val,S03_AC08_F00091,average_fusion,1,0.1108259,0.8891741,0.44584656,0.55415344,0.5,0.5,0.5,0.5,0.27833623,0.72166377,1
val,S03_AC08_F00121,average_fusion,1,0.68741521,0.31258479,0.42055225,0.57944775,0.5,0.5,0.5,0.5,0.55398373,0.44601627,0
val,S03_AC08_F00151,average_fusion,1,0.54552978,0.45447022,0.43064672,0.56935328,0.5,0.5,0.5,0.5,0.48808825,0.51191175,1
val,S03_AC09_F00001,average_fusion,1,0.17805916,0.82194084,0.50653389,0.49346611,0.5,0.5,0.5,0.5,0.34229653,0.65770347,1
val,S03_AC09_F00031,average_fusion,1,0.45133567,0.54866433,0.4240821,0.5759179,0.5,0.5,0.5,0.5,0.43770888,0.56229112,1
val,S03_AC09_F00061,average_fusion,1,0.20599931,0.79400069,0.51595357,0.48404643,0.5,0.5,0.5,0.5,0.36097644,0.63902356,1
val,S03_AC09_F00091,average_fusion,1,0.05780309,0.94219691,0.48254299,0.51745701,0.5,0.5,0.5,0.5,0.27017304,0.72982696,1
val,S03_AC09_F00121,average_fusion,1,0.19103873,0.80896127,0.45034367,0.54965633,0.5,0.5,0.5,0.5,0.3206912,0.6793088,1
val,S15_AC01_F00001,average_fusion,0,0.42769206,0.57230794,0.523581,0.476419,0.5,0.5,0.5,0.5,0.47563653,0.52436347,1
val,S15_AC01_F00031,average_fusion,0,0.76561508,0.23438492,0.54473501,0.45526499,0.5,0.5,0.5,0.5,0.65517505,0.34482495,0
val,S15_AC01_F00061,average_fusion,0,0.84882228,0.15117772,0.52642068,0.47357932,0.5,0.5,0.5,0.5,0.68762148,0.31237852,0
val,S15_AC01_F00091,average_fusion,0,0.74394268,0.25605732,0.54377744,0.45622256,0.5,0.5,0.5,0.5,0.64386006,0.35613994,0
val,S15_AC05_F00001,average_fusion,1,0.47287297,0.52712703,0.3173849,0.6826151,0.5,0.5,0.5,0.5,0.39512894,0.60487106,1
val,S15_AC05_F00031,average_fusion,1,0.50201303,0.49798697,0.29839402,0.70160598,0.5,0.5,0.5,0.5,0.40020353,0.59979647,1
val,S15_AC05_F00061,average_fusion,1,0.31347775,0.68652225,0.38100529,0.61899471,0.5,0.5,0.5,0.5,0.34724152,0.65275848,1
val,S15_AC06_F00001,average_fusion,1,0.06831783,0.93168217,0.38254297,0.61745703,0.5,0.5,0.5,0.5,0.2254304,0.7745696,1
val,S15_AC06_F00031,average_fusion,1,0.21439666,0.78560334,0.52927709,0.47072291,0.5,0.5,0.5,0.5,0.37183687,0.62816313,1
val,S15_AC06_F00061,average_fusion,1,0.31117791,0.68882209,0.42039716,0.57960284,0.5,0.5,0.5,0.5,0.36578754,0.63421246,1
val,S15_AC06_F00091,average_fusion,1,0.29592365,0.70407635,0.48795921,0.51204079,0.5,0.5,0.5,0.5,0.39194143,0.60805857,1
val,S15_AC07_F00001,average_fusion,1,0.04968977,0.95031023,0.15847164,0.84152836,0.5,0.5,0.5,0.5,0.10408071,0.89591929,1
val,S15_AC07_F00031,average_fusion,1,0.14708722,0.85291278,0.30258709,0.69741291,0.5,0.5,0.5,0.5,0.22483715,0.77516285,1
val,S15_AC07_F00061,average_fusion,1,0.2935403,0.7064597,0.2827943,0.7172057,0.5,0.5,0.5,0.5,0.2881673,0.7118327,1
val,S15_AC08_F00001,average_fusion,1,0.13609153,0.86390847,0.38194585,0.61805415,0.5,0.5,0.5,0.5,0.25901869,0.74098131,1
val,S15_AC08_F00031,average_fusion,1,0.14326435,0.85673565,0.52982584,0.47017416,0.5,0.5,0.5,0.5,0.33654509,0.66345491,1
val,S15_AC08_F00061,average_fusion,1,0.14593053,0.85406947,0.48134959,0.51865041,0.5,0.5,0.5,0.5,0.31364006,0.68635994,1
val,S15_AC08_F00091,average_fusion,1,0.1046809,0.8953191,0.46886653,0.53113347,0.5,0.5,0.5,0.5,0.28677371,0.71322629,1
val,S15_AC08_F00121,average_fusion,1,0.22036183,0.77963817,0.39285439,0.60714561,0.5,0.5,0.5,0.5,0.30660811,0.69339189,1
val,S15_AC09_F00001,average_fusion,1,0.34426057,0.65573943,0.46467966,0.53532034,0.5,0.5,0.5,0.5,0.40447012,0.59552988,1
val,S15_AC09_F00031,average_fusion,1,0.08884579,0.91115421,0.29297036,0.70702964,0.5,0.5,0.5,0.5,0.19090807,0.80909193,1
val,S15_AC09_F00061,average_fusion,1,0.1583432,0.8416568,0.1314671,0.8685329,0.5,0.5,0.5,0.5,0.14490515,0.85509485,1
val,S15_AC09_F00091,average_fusion,1,0.21455586,0.78544414,0.33773071,0.66226929,0.5,0.5,0.5,0.5,0.27614328,0.72385672,1
val,S15_AC09_F00121,average_fusion,1,0.16415942,0.83584058,0.33380049,0.66619951,0.5,0.5,0.5,0.5,0.24897996,0.75102004,1
val,S20_AC01_F00001,average_fusion,0,0.43050981,0.56949019,0.23013008,0.76986992,0.5,0.5,0.5,0.5,0.33031994,0.66968006,1
val,S20_AC01_F00031,average_fusion,0,0.43107224,0.56892776,0.28488731,0.71511269,0.5,0.5,0.5,0.5,0.35797977,0.64202023,1
val,S20_AC01_F00061,average_fusion,0,0.32538718,0.67461282,0.32195646,0.67804354,0.5,0.5,0.5,0.5,0.32367182,0.67632818,1
val,S20_AC01_F00091,average_fusion,0,0.37847173,0.62152827,0.29492539,0.70507461,0.5,0.5,0.5,0.5,0.33669856,0.66330144,1
val,S20_AC05_F00001,average_fusion,1,0.22581059,0.77418941,0.2405175,0.7594825,0.5,0.5,0.5,0.5,0.23316404,0.76683596,1
val,S20_AC05_F00031,average_fusion,1,0.32379484,0.67620516,0.3688584,0.6311416,0.5,0.5,0.5,0.5,0.34632662,0.65367338,1
val,S20_AC05_F00061,average_fusion,1,0.31867814,0.68132186,0.35586733,0.64413267,0.5,0.5,0.5,0.5,0.33727273,0.66272727,1
val,S20_AC05_F00091,average_fusion,1,0.30500144,0.69499856,0.49969685,0.50030315,0.5,0.5,0.5,0.5,0.40234914,0.59765086,1
val,S20_AC05_F00121,average_fusion,1,0.2617709,0.7382291,0.36342424,0.63657576,0.5,0.5,0.5,0.5,0.31259757,0.68740243,1
val,S20_AC06_F00001,average_fusion,1,0.30847323,0.69152677,0.22768617,0.77231383,0.5,0.5,0.5,0.5,0.2680797,0.7319203,1
val,S20_AC06_F00031,average_fusion,1,0.26219398,0.73780602,0.24015528,0.75984472,0.5,0.5,0.5,0.5,0.25117463,0.74882537,1
val,S20_AC06_F00061,average_fusion,1,0.1662547,0.8337453,0.26657331,0.73342669,0.5,0.5,0.5,0.5,0.216414,0.783586,1
val,S20_AC06_F00091,average_fusion,1,0.20768803,0.79231197,0.23490411,0.76509589,0.5,0.5,0.5,0.5,0.22129607,0.77870393,1
val,S20_AC06_F00121,average_fusion,1,0.11614162,0.88385838,0.30649698,0.69350302,0.5,0.5,0.5,0.5,0.2113193,0.7886807,1
val,S20_AC07_F00001,average_fusion,1,0.25442511,0.74557489,0.25530541,0.74469459,0.5,0.5,0.5,0.5,0.25486526,0.74513474,1
val,S20_AC07_F00031,average_fusion,1,0.33113569,0.66886431,0.26367885,0.73632115,0.5,0.5,0.5,0.5,0.29740727,0.70259273,1
val,S20_AC07_F00061,average_fusion,1,0.22992194,0.77007806,0.2099309,0.7900691,0.5,0.5,0.5,0.5,0.21992642,0.78007358,1
val,S20_AC07_F00091,average_fusion,1,0.14408177,0.85591823,0.19948578,0.80051422,0.5,0.5,0.5,0.5,0.17178378,0.82821622,1
val,S20_AC07_F00121,average_fusion,1,0.2282961,0.7717039,0.24473375,0.75526625,0.5,0.5,0.5,0.5,0.23651493,0.76348507,1
val,S20_AC07_F00151,average_fusion,1,0.2489484,0.7510516,0.27087629,0.72912371,0.5,0.5,0.5,0.5,0.25991234,0.74008766,1
val,S20_AC08_F00001,average_fusion,1,0.25671667,0.74328333,0.23470861,0.76529139,0.5,0.5,0.5,0.5,0.24571264,0.75428736,1
val,S20_AC08_F00031,average_fusion,1,0.20687205,0.79312795,0.30443943,0.69556057,0.5,0.5,0.5,0.5,0.25565574,0.74434426,1
val,S20_AC08_F00061,average_fusion,1,0.26748323,0.73251677,0.22548085,0.77451915,0.5,0.5,0.5,0.5,0.24648204,0.75351796,1
val,S20_AC08_F00091,average_fusion,1,0.16126621,0.83873379,0.29858923,0.70141077,0.5,0.5,0.5,0.5,0.22992772,0.77007228,1
val,S20_AC08_F00121,average_fusion,1,0.28449136,0.71550864,0.34853488,0.65146512,0.5,0.5,0.5,0.5,0.31651312,0.68348688,1
val,S20_AC08_F00151,average_fusion,1,0.41171789,0.58828211,0.24209392,0.75790608,0.5,0.5,0.5,0.5,0.32690591,0.67309409,1
val,S20_AC09_F00001,average_fusion,1,0.03208786,0.96791214,0.29669386,0.70330614,0.5,0.5,0.5,0.5,0.16439086,0.83560914,1
val,S20_AC09_F00031,average_fusion,1,0.11337268,0.88662732,0.25527853,0.74472147,0.5,0.5,0.5,0.5,0.18432561,0.81567439,1
val,S20_AC09_F00061,average_fusion,1,0.07706815,0.92293185,0.27644807,0.72355193,0.5,0.5,0.5,0.5,0.17675811,0.82324189,1
val,S20_AC09_F00091,average_fusion,1,0.09335369,0.90664631,0.32923126,0.67076874,0.5,0.5,0.5,0.5,0.21129248,0.78870752,1
val,S20_AC09_F00121,average_fusion,1,0.06422561,0.93577439,0.37976533,0.62023467,0.5,0.5,0.5,0.5,0.22199547,0.77800453,1
val,S22_AC01_F00001,average_fusion,0,0.17739642,0.82260358,0.29784167,0.70215833,0.5,0.5,0.5,0.5,0.23761904,0.76238096,1
val,S22_AC01_F00031,average_fusion,0,0.21057469,0.78942531,0.53888834,0.46111166,0.5,0.5,0.5,0.5,0.37473151,0.62526849,1
val,S22_AC01_F00061,average_fusion,0,0.59153557,0.40846443,0.44786912,0.55213088,0.5,0.5,0.5,0.5,0.51970235,0.48029765,0
val,S22_AC01_F00091,average_fusion,0,0.09877402,0.90122598,0.51344144,0.48655856,0.5,0.5,0.5,0.5,0.30610773,0.69389227,1
val,S22_AC05_F00001,average_fusion,1,0.29599261,0.70400739,0.38361657,0.61638343,0.5,0.5,0.5,0.5,0.33980459,0.66019541,1
val,S22_AC05_F00031,average_fusion,1,0.25886011,0.74113989,0.41050565,0.58949435,0.5,0.5,0.5,0.5,0.33468288,0.66531712,1
val,S22_AC05_F00061,average_fusion,1,0.19453841,0.80546159,0.39563626,0.60436374,0.5,0.5,0.5,0.5,0.29508734,0.70491266,1
val,S22_AC05_F00091,average_fusion,1,0.35463279,0.64536721,0.34554076,0.65445924,0.5,0.5,0.5,0.5,0.35008678,0.64991322,1
val,S22_AC06_F00001,average_fusion,1,0.61079261,0.38920739,0.46271348,0.53728652,0.5,0.5,0.5,0.5,0.53675304,0.46324696,0
val,S22_AC06_F00031,average_fusion,1,0.66583097,0.33416903,0.28226084,0.71773916,0.5,0.5,0.5,0.5,0.4740459,0.5259541,1
val,S22_AC06_F00061,average_fusion,1,0.44306719,0.55693281,0.33899939,0.66100061,0.5,0.5,0.5,0.5,0.39103329,0.60896671,1
val,S22_AC06_F00091,average_fusion,1,0.45017993,0.54982007,0.4047026,0.5952974,0.5,0.5,0.5,0.5,0.42744127,0.57255873,1
val,S22_AC06_F00121,average_fusion,1,0.41615212,0.58384788,0.37193149,0.62806851,0.5,0.5,0.5,0.5,0.39404181,0.60595819,1
val,S22_AC07_F00001,average_fusion,1,0.25849527,0.74150473,0.19781274,0.80218726,0.5,0.5,0.5,0.5,0.228154,0.771846,1
val,S22_AC07_F00031,average_fusion,1,0.290353,0.709647,0.13235605,0.86764395,0.5,0.5,0.5,0.5,0.21135452,0.78864548,1
val,S22_AC07_F00061,average_fusion,1,0.1784659,0.8215341,0.21690422,0.78309578,0.5,0.5,0.5,0.5,0.19768506,0.80231494,1
val,S22_AC07_F00091,average_fusion,1,0.12922233,0.87077767,0.27669251,0.72330749,0.5,0.5,0.5,0.5,0.20295742,0.79704258,1
val,S22_AC07_F00121,average_fusion,1,0.12713844,0.87286156,0.17324543,0.82675457,0.5,0.5,0.5,0.5,0.15019193,0.84980807,1
val,S22_AC08_F00001,average_fusion,1,0.20390099,0.79609901,0.40074456,0.59925544,0.5,0.5,0.5,0.5,0.30232278,0.69767722,1
val,S22_AC08_F00031,average_fusion,1,0.44227308,0.55772692,0.56936207,0.43063793,0.5,0.5,0.5,0.5,0.50581758,0.49418242,0
val,S22_AC08_F00061,average_fusion,1,0.21483946,0.78516054,0.33562273,0.66437727,0.5,0.5,0.5,0.5,0.27523109,0.72476891,1
val,S22_AC08_F00091,average_fusion,1,0.198524,0.801476,0.32607698,0.67392302,0.5,0.5,0.5,0.5,0.26230049,0.73769951,1
val,S22_AC09_F00001,average_fusion,1,0.50634426,0.49365574,0.45315826,0.54684174,0.5,0.5,0.5,0.5,0.47975126,0.52024874,1
val,S22_AC09_F00031,average_fusion,1,0.18819612,0.81180388,0.47553962,0.52446038,0.5,0.5,0.5,0.5,0.33186787,0.66813213,1
val,S22_AC09_F00061,average_fusion,1,0.33582383,0.66417617,0.36237806,0.63762194,0.5,0.5,0.5,0.5,0.34910095,0.65089905,1
val,S22_AC09_F00091,average_fusion,1,0.13719541,0.86280459,0.41146952,0.58853048,0.5,0.5,0.5,0.5,0.27433246,0.72566754,1
val,S22_AC09_F00121,average_fusion,1,0.25038248,0.74961752,0.34677327,0.65322673,0.5,0.5,0.5,0.5,0.29857787,0.70142213,1
val,S22_AC09_F00151,average_fusion,1,0.18115914,0.81884086,0.32859468,0.67140532,0.5,0.5,0.5,0.5,0.25487691,0.74512309,1
val,S27_AC01_F00001,average_fusion,0,0.58585119,0.41414881,0.47768545,0.52231455,0.5,0.5,0.5,0.5,0.53176832,0.46823168,0
val,S27_AC01_F00031,average_fusion,0,0.59759665,0.40240335,0.53237405,0.46762595,0.5,0.5,0.5,0.5,0.56498535,0.43501465,0
val,S27_AC01_F00061,average_fusion,0,0.04800183,0.95199817,0.18385166,0.81614834,0.5,0.5,0.5,0.5,0.11592674,0.88407326,1
val,S27_AC05_F00001,average_fusion,1,0.17804211,0.82195789,0.36144984,0.63855016,0.5,0.5,0.5,0.5,0.26974598,0.73025402,1
val,S27_AC05_F00031,average_fusion,1,0.16065407,0.83934593,0.34615612,0.65384388,0.5,0.5,0.5,0.5,0.25340509,0.74659491,1
val,S27_AC05_F00061,average_fusion,1,0.28404492,0.71595508,0.36976117,0.63023883,0.5,0.5,0.5,0.5,0.32690305,0.67309695,1
val,S27_AC05_F00091,average_fusion,1,0.17384034,0.82615966,0.35265511,0.64734489,0.5,0.5,0.5,0.5,0.26324773,0.73675227,1
val,S27_AC06_F00001,average_fusion,1,0.06831819,0.93168181,0.35454226,0.64545774,0.5,0.5,0.5,0.5,0.21143022,0.78856978,1
val,S27_AC06_F00031,average_fusion,1,0.1278674,0.8721326,0.32642496,0.67357504,0.5,0.5,0.5,0.5,0.22714618,0.77285382,1
val,S27_AC06_F00061,average_fusion,1,0.12353772,0.87646228,0.23570836,0.76429164,0.5,0.5,0.5,0.5,0.17962304,0.82037696,1
val,S27_AC07_F00001,average_fusion,1,0.38415474,0.61584526,0.40686643,0.59313357,0.5,0.5,0.5,0.5,0.39551058,0.60448942,1
val,S27_AC07_F00031,average_fusion,1,0.09318501,0.90681499,0.32595021,0.67404979,0.5,0.5,0.5,0.5,0.20956761,0.79043239,1
val,S27_AC07_F00061,average_fusion,1,0.11053371,0.88946629,0.27900958,0.72099042,0.5,0.5,0.5,0.5,0.19477165,0.80522835,1
val,S27_AC07_F00091,average_fusion,1,0.20713693,0.79286307,0.31024462,0.68975538,0.5,0.5,0.5,0.5,0.25869077,0.74130923,1
val,S27_AC08_F00001,average_fusion,1,0.27102357,0.72897643,0.24457246,0.75542754,0.5,0.5,0.5,0.5,0.25779802,0.74220198,1
